2012-12-18 21:15:46 : Próbkowanie S(q) w 2D dla par. startowych: d=x, Z=10000 phi=y salt=1e-4
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 5.59976431298017e-006
2012-12-18 21:46:32 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-18 21:46:32 : Nie udalo sie obliczyc S(q) dla phi = 0.3!
2012-12-18 21:46:32 : ** Obliczam kolumne dla diam = 7.67063702317195**
2012-12-18 21:46:32 : Obliczam S(q) dla phi = 1e-5
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 5.59976431298017e-006
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 5.11186205155276e-006
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 6.7197171755762e-006
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 4.25988504296064e-006
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 8.06366061069144e-006
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 3.5499042024672e-006
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 9.67639273282973e-006
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 2.958253502056e-006
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 1.16116712793957e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 2.46521125171333e-006
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 1.39340055352748e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 2.05434270976111e-006
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 1.67208066423298e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 1.71195225813426e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 2.00649679707957e-005
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 1.42662688177855e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 2.40779615649549e-005
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 1.18885573481546e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 2.88935538779459e-005
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 9.90713112346214e-007
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 5.59976431298017e-006
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 5.11186205155276e-006
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 6.7197171755762e-006
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 4.25988504296064e-006
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 8.06366061069144e-006
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 3.5499042024672e-006
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 9.67639273282973e-006
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 2.958253502056e-006
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 1.16116712793957e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 2.46521125171333e-006
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 1.39340055352748e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 2.05434270976111e-006
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 1.67208066423298e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 1.71195225813426e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 2.00649679707957e-005
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 1.42662688177855e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 2.40779615649549e-005
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 1.18885573481546e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 2.88935538779459e-005
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 9.90713112346214e-007
2012-12-18 21:50:42 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-18 21:50:42 : Nie udalo sie obliczyc S(q) dla phi = 1e-5!
2012-12-18 21:50:42 : Obliczam S(q) dla phi = 3.14382177153182e-005
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 9.90713112346214e-007
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 9.04393199413619e-007
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 1.18885573481546e-006
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 7.53660999511349e-007
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 1.42662688177855e-006
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 6.28050832926124e-007
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 1.71195225813426e-006
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 5.23375694105104e-007
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 2.05434270976111e-006
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 4.36146411754253e-007
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 2.46521125171333e-006
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 3.63455343128544e-007
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 2.958253502056e-006
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 3.0287945260712e-007
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 3.5499042024672e-006
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 2.52399543839267e-007
